Geneid	a10	a15	a16	a17	a18	a19	a20	a9
ENSMUSG00002076778	0	0	0	0	0	0	0	0
ENSMUSG00002076232	0	0	0	0	0	0	0	0
ENSMUSG00000082820	4	0	12	2	4	2	2	8
ENSMUSG00000045503	829	1304	1131	1165	1320	796	885	755
ENSMUSG00000101186	0	0	0	0	0	0	0	0
ENSMUSG00000085760	2	0	4	0	0	4	0	0
ENSMUSG00000084313	0	0	0	0	0	0	0	0
ENSMUSG00000090996	0	0	0	0	0	0	0	0
ENSMUSG00000082259	0	0	0	0	0	0	0	0
ENSMUSG00000084209	0	0	0	0	0	0	0	0
ENSMUSG00000082435	0	0	0	0	0	0	0	0
ENSMUSG00000094873	3	2	1	3	0	1	2	0
ENSMUSG00000095203	3	2	1	3	0	1	2	0
ENSMUSG00000017720	4	0	4	2	2	0	0	4
ENSMUSG00000003662	1734	1657	1576	1498	1725	1798	2322	1500
ENSMUSG00000034850	6627	4100	5625	4305	4309	5810	6830	5879
ENSMUSG00000103957	12	4	15	4	12	12	10	7
ENSMUSG00000027007	8629	5349	8245	6711	5422	7753	8438	8697
ENSMUSG00000017734	214	83	122	96	96	198	147	164
ENSMUSG00000034683	4	2	0	0	2	0	0	2
ENSMUSG00000027367	5096	5055	5907	5522	5061	4894	5617	4764
ENSMUSG00000039262	5418	2466	4941	3316	3120	5411	7346	4967
ENSMUSG00000027368	44	212	266	228	320	28	18	112
ENSMUSG00002076731	0	0	0	0	0	0	0	0
ENSMUSG00000119688	4	0	0	0	1	0	0	2
ENSMUSG00000017721	5607	6223	5928	5869	5458	6106	8310	5005
ENSMUSG00000119104	3	0	0	1	2	3	2	1
ENSMUSG00000027165	308	112	120	148	114	353	396	302
ENSMUSG00000086216	3	5	3	2	4	0	0	0
ENSMUSG00000086179	4	0	0	0	0	2	0	0
ENSMUSG00000093614	0	0	0	0	0	0	0	0
ENSMUSG00000032864	0	0	0	0	0	0	0	0
ENSMUSG00000061311	0	0	0	0	2	0	0	0
ENSMUSG00000017723	4563	1159	732	1435	2543	4398	6303	2644
ENSMUSG00000074596	0	0	0	0	0	0	0	0
ENSMUSG00000027164	1350	1437	1896	1678	1430	1454	1539	1292
ENSMUSG00000074595	8	0	0	0	2	8	0	0
ENSMUSG00000017733	0	0	0	0	0	0	0	0
ENSMUSG00000070533	10	0	0	0	0	11	18	0
ENSMUSG00000065797	0	0	0	0	0	0	0	0
ENSMUSG00000050468	0	0	0	0	0	0	0	0
ENSMUSG00000070531	2	0	0	0	0	1	8	4
ENSMUSG00000077671	0	0	0	0	0	0	0	0
ENSMUSG00000058620	18	6	4	8	0	32	56	36
ENSMUSG00000070530	4	2	0	0	0	12	8	4
ENSMUSG00000083740	0	0	0	0	0	0	0	0
ENSMUSG00000074594	0	0	0	0	0	0	0	0
ENSMUSG00000070529	0	0	0	0	0	0	0	0
ENSMUSG00000078940	0	0	0	0	0	0	0	0
ENSMUSG00000067704	2	6	0	0	0	20	12	16
ENSMUSG00000017310	0	0	0	0	0	0	0	0
ENSMUSG00000074593	0	0	0	0	0	0	0	0
ENSMUSG00000039254	1084	589	783	761	558	958	1181	981
ENSMUSG00000046338	4	5	2	9	0	11	16	5
ENSMUSG00000076434	20	6	6	4	6	12	16	20
ENSMUSG00000027371	371	192	182	153	157	353	386	332
ENSMUSG00000002550	1731	1423	1617	1295	1357	1568	1857	1818
ENSMUSG00000032841	144	217	478	322	456	172	225	277
ENSMUSG00000066068	0	6	4	0	6	2	2	0
ENSMUSG00000017299	665	594	607	588	671	527	721	580
ENSMUSG00000087465	0	0	0	0	0	0	0	0
ENSMUSG00000086453	9	4	3	6	4	7	12	29
ENSMUSG00002075137	5	0	2	6	2	6	5	17
ENSMUSG00000027163	962	1431	1144	1311	1269	1140	1232	799
ENSMUSG00000001403	2304	5583	5643	5379	6790	2271	3150	2342
ENSMUSG00000036893	2188	1636	2165	1645	1739	2563	3208	2057
ENSMUSG00000079056	67	47	42	42	42	104	100	81
ENSMUSG00000017300	0	0	0	0	0	1	0	0
ENSMUSG00002076675	0	0	0	0	0	0	0	4
ENSMUSG00000048058	1255	368	462	462	434	1428	2042	748
ENSMUSG00000118630	1	0	0	0	0	1	5	0
ENSMUSG00000085110	0	0	0	2	2	2	2	0
ENSMUSG00000103162	0	0	0	0	2	4	4	0
ENSMUSG00000082328	0	0	0	2	0	0	0	2
ENSMUSG00000102875	6	0	2	0	0	1	0	4
ENSMUSG00000081774	0	0	0	0	0	0	0	0
ENSMUSG00000050373	965	414	346	420	412	738	1005	733
ENSMUSG00000044627	3781	5264	5126	5016	5386	3626	4428	3382
ENSMUSG00000027189	3019	988	1323	1245	1318	3010	3510	2288
ENSMUSG00000083306	2	0	0	3	0	2	2	2
ENSMUSG00000075012	210	138	134	138	108	171	200	136
ENSMUSG00000017307	1585	1506	1340	1219	1044	1357	1639	1332
ENSMUSG00000045822	464	176	254	181	196	303	475	325
ENSMUSG00000027188	1121	204	206	257	284	886	1079	811
ENSMUSG00000059173	486	298	328	316	396	484	652	502
ENSMUSG00000017764	390	419	331	409	303	431	399	403
ENSMUSG00000083519	0	0	0	0	0	0	0	0
ENSMUSG00000050114	0	0	0	0	0	2	0	4
ENSMUSG00000017767	0	0	0	0	2	0	0	1
ENSMUSG00000039873	21	7	20	3	12	21	43	21
ENSMUSG00000026972	3456	2574	2627	2454	2446	2911	3613	2429
ENSMUSG00002075034	0	0	0	1	0	0	2	0
ENSMUSG00000027376	6	4	0	4	0	4	2	12
ENSMUSG00000083648	0	0	0	0	0	0	0	0
ENSMUSG00000026974	804	1222	1366	1222	1375	763	893	800
ENSMUSG00000027006	6854	7846	7799	7730	8094	7581	9354	4359
ENSMUSG00000085921	0	0	0	0	0	0	0	0
ENSMUSG00000034800	248	104	134	92	104	228	259	252
ENSMUSG00000027004	234	182	192	180	178	298	394	186
ENSMUSG00000082494	1	0	7	2	1	0	1	0
ENSMUSG00000026975	286	215	260	237	177	311	320	207
ENSMUSG00000027374	1654	2587	2670	2429	2548	1986	1996	1687
ENSMUSG00000036850	918	1434	1190	1081	1266	850	1012	778
ENSMUSG00000005089	60	24	48	10	12	61	47	68
ENSMUSG00000027375	2866	4672	8585	7961	1392	2089	1384	9661
ENSMUSG00000087185	0	0	0	0	0	0	0	0
ENSMUSG00000017760	5692	4992	5345	5094	4609	6176	7630	5960
ENSMUSG00000017754	951	709	712	617	477	795	994	955
ENSMUSG00000027002	8493	9165	11579	10252	10764	9064	11700	7601
ENSMUSG00000039849	2308	1652	2073	1943	1864	2307	2873	1944
ENSMUSG00000081487	3	0	1	0	2	4	14	10
ENSMUSG00000064669	1	0	0	0	0	0	0	0
ENSMUSG00000083284	6	0	9	10	4	4	6	0
ENSMUSG00000027001	237	265	217	204	231	290	348	275
ENSMUSG00000027380	4	4	14	20	4	2	4	4
ENSMUSG00000088175	0	0	0	0	0	0	0	0
ENSMUSG00000039834	1031	644	1141	900	803	990	1187	956
ENSMUSG00000026999	460	903	867	824	1028	506	613	484
ENSMUSG00000002546	4990	3700	4644	3880	4033	4385	5571	3989
ENSMUSG00000106252	1	3	0	1	2	3	1	3
ENSMUSG00000086436	4	2	0	2	4	6	8	17
ENSMUSG00000077404	0	0	0	0	0	0	0	0
ENSMUSG00000064193	16	28	30	40	33	12	18	18
ENSMUSG00000065141	0	0	0	0	0	0	0	0
ENSMUSG00000084107	0	0	0	0	0	0	0	0
ENSMUSG00000084297	0	0	0	0	0	0	0	0
ENSMUSG00000081566	0	0	0	0	0	0	0	0
ENSMUSG00000119241	0	0	0	0	0	0	0	0
ENSMUSG00002075074	0	0	0	0	0	0	0	0
ENSMUSG00000070866	26	12	0	10	0	46	34	38
ENSMUSG00000082666	0	0	0	0	0	0	0	0
ENSMUSG00000087061	0	0	0	0	0	0	0	0
ENSMUSG00000080979	0	2	0	0	2	2	0	0
ENSMUSG00000083804	0	0	0	0	0	0	0	0
ENSMUSG00000081122	0	0	0	0	0	0	0	0
ENSMUSG00000036833	602	1037	1345	1192	1205	433	626	479
ENSMUSG00000017737	217	2566	882	1914	1029	168	274	488
ENSMUSG00000075249	0	0	0	0	0	0	0	0
ENSMUSG00000102082	0	0	0	0	0	0	0	0
ENSMUSG00000081400	44	44	42	52	48	58	52	37
ENSMUSG00000083291	0	0	0	2	0	0	0	0
ENSMUSG00000080925	0	0	0	0	0	0	0	0
ENSMUSG00000083389	0	0	0	0	0	0	0	0
ENSMUSG00000080949	0	0	0	0	0	0	0	0
ENSMUSG00000082460	0	0	0	0	0	0	0	0
ENSMUSG00000027381	761	538	878	788	845	770	821	776
ENSMUSG00000084383	0	5	1	2	1	0	1	1
ENSMUSG00000083796	4	0	0	0	0	3	0	2
ENSMUSG00000118741	0	0	0	0	0	0	0	2
ENSMUSG00000089513	0	0	0	0	0	0	1	0
ENSMUSG00000027091	3465	4380	4510	3897	4880	3068	4089	3706
ENSMUSG00000085450	0	0	0	0	0	0	0	0
ENSMUSG00000079053	4	5	6	3	1	2	0	0
ENSMUSG00000114963	0	0	0	0	1	0	0	0
ENSMUSG00000082671	0	0	0	0	0	0	0	0
ENSMUSG00000082350	0	0	0	0	0	0	0	0
ENSMUSG00000074812	0	0	0	0	0	0	0	0
ENSMUSG00000109931	2	1	0	5	2	6	4	4
ENSMUSG00000080789	2	0	0	0	0	0	0	0
ENSMUSG00000027087	2131	2753	2972	2388	2765	2110	2421	2583
ENSMUSG00000085335	1	1	6	2	1	3	0	4
ENSMUSG00000081801	0	0	0	0	0	0	0	0
ENSMUSG00000048388	329	94	118	98	102	396	346	294
ENSMUSG00000034552	0	0	0	0	0	0	0	0
ENSMUSG00000014355	4194	3704	5144	4155	4342	4790	6123	4157
ENSMUSG00000094125	0	0	0	0	0	0	0	0
ENSMUSG00000014361	2171	606	1054	713	545	2101	2190	2526
ENSMUSG00000085036	0	0	0	0	0	0	0	0
ENSMUSG00002074943	5	0	0	0	0	7	5	4
ENSMUSG00000017740	58	8	23	17	8	48	34	92
ENSMUSG00000094336	0	0	0	0	0	0	0	0
ENSMUSG00000039804	1684	1494	1870	1481	1547	1787	2109	1532
ENSMUSG00000096729	0	0	0	0	0	0	0	0
ENSMUSG00000014353	4522	2172	2908	2690	2398	3769	4185	3602
ENSMUSG00000027386	180	20	68	34	22	203	225	305
ENSMUSG00002075190	0	0	0	0	0	0	0	0
ENSMUSG00000096484	0	0	0	0	0	0	0	0
ENSMUSG00000027387	142	133	152	97	169	122	168	144
ENSMUSG00000082339	0	0	0	0	0	0	0	0
ENSMUSG00000087267	0	0	0	0	0	0	0	0
ENSMUSG00000074807	40	40	58	60	42	106	101	33
ENSMUSG00000042851	227	62	77	108	68	239	292	174
ENSMUSG00000090248	33	0	9	5	6	13	13	8
ENSMUSG00000017652	57	440	564	547	988	90	57	68
ENSMUSG00000079051	8	2	0	0	0	5	7	16
ENSMUSG00000087151	10	0	0	4	4	6	5	0
ENSMUSG00000078935	0	0	0	0	0	0	0	0
ENSMUSG00000096337	0	0	0	0	0	0	0	0
ENSMUSG00000027394	715	390	501	483	468	784	1023	737
ENSMUSG00000053166	4	10	6	6	2	2	8	6
ENSMUSG00000086630	0	0	0	0	0	0	0	0
ENSMUSG00000087800	0	0	0	0	0	0	0	0
ENSMUSG00000095824	0	0	0	0	0	0	0	0
ENSMUSG00000027395	785	810	1077	912	795	767	1161	825
ENSMUSG00000079247	0	0	0	0	0	0	0	0
ENSMUSG00000084359	0	0	0	0	0	0	0	0
ENSMUSG00000081980	0	0	0	0	0	0	0	0
ENSMUSG00002075337	0	0	0	0	0	0	0	0
ENSMUSG00000084198	0	0	0	0	0	0	0	0
ENSMUSG00000037938	506	510	460	484	477	631	787	341
ENSMUSG00000082274	6	10	10	12	2	6	10	4
ENSMUSG00000086652	6	16	12	26	10	6	2	4
ENSMUSG00000103532	20	12	12	6	4	8	13	10
ENSMUSG00000005087	3984	2806	3519	3466	3287	4563	4894	2872
ENSMUSG00000119260	0	0	0	0	0	0	0	0
ENSMUSG00000059588	1051	418	462	503	335	1182	1382	916
ENSMUSG00000027397	6889	1473	1340	1697	1913	6145	8785	21205
ENSMUSG00000010914	938	1370	1506	1296	1572	1118	1328	1015
ENSMUSG00000087528	345	14	27	37	35	248	320	785
ENSMUSG00000085485	0	0	0	0	0	2	0	3
ENSMUSG00000010911	371	318	290	345	367	397	431	237
ENSMUSG00000048327	800	1204	1230	1326	1283	998	1237	649
ENSMUSG00000058281	0	0	0	0	2	2	0	0
ENSMUSG00000087032	18	0	6	0	0	19	20	5
ENSMUSG00000086957	0	0	0	0	0	0	0	0
ENSMUSG00000084385	0	0	0	0	0	0	0	0
ENSMUSG00000027399	6	329	110	224	124	16	14	10
ENSMUSG00000065057	1	0	0	0	0	0	0	4
ENSMUSG00000082097	0	0	0	0	0	0	0	0
ENSMUSG00000027398	60	4084	2532	4261	3547	22	49	48
ENSMUSG00000074805	2	10	4	6	0	0	0	2
ENSMUSG00000081888	2	0	2	2	4	4	0	4
ENSMUSG00000043727	0	4	0	0	0	0	0	0
ENSMUSG00000086637	0	0	0	2	3	0	0	0
ENSMUSG00000087015	0	0	0	0	0	0	0	0
ENSMUSG00000017664	1204	1721	1729	1627	1564	1356	1603	1129
ENSMUSG00000012350	19471	10463	14273	11784	12475	23014	24807	11314
ENSMUSG00000087278	0	0	0	0	0	0	0	0
ENSMUSG00000102686	0	0	0	0	0	0	0	0
ENSMUSG00000070794	0	0	0	0	0	0	0	0
ENSMUSG00000027082	610	262	348	345	294	763	955	559
ENSMUSG00000118570	0	0	0	0	0	0	0	0
ENSMUSG00000118521	30	10	15	9	7	32	35	19
ENSMUSG00000027186	0	2	0	0	0	4	8	0
ENSMUSG00000027187	3624	1503	2260	1689	1642	4436	4438	4676
ENSMUSG00000081687	0	0	0	0	0	0	0	0
ENSMUSG00000006476	3630	1439	1596	1579	1531	2943	3568	2893
ENSMUSG00002075528	1	0	0	0	0	0	0	1
ENSMUSG00000099320	4	1	0	0	1	0	3	2
ENSMUSG00000032724	328	216	273	241	284	396	538	295
ENSMUSG00000037902	1021	3057	3437	3239	3057	1318	1548	1103
ENSMUSG00000027400	44	42	28	34	54	22	27	48
ENSMUSG00000084328	8	0	0	0	12	0	0	0
ENSMUSG00000036813	6087	2598	2872	2418	2530	4414	5297	5610
ENSMUSG00000037885	2190	1159	1810	1392	1389	1651	1947	1785
ENSMUSG00000100255	0	0	0	0	0	0	0	0
ENSMUSG00000027401	23381	2075	580	1828	2414	28486	40224	12499
ENSMUSG00000098347	1	0	0	0	0	0	0	1
ENSMUSG00000089152	0	0	0	0	0	0	0	0
ENSMUSG00000077348	0	0	0	0	0	0	0	0
ENSMUSG00000036805	2413	2189	2535	2563	1811	2341	2785	2038
ENSMUSG00000118563	0	1	0	0	0	2	0	1
ENSMUSG00000087028	3	2	4	2	5	5	9	1
ENSMUSG00000078202	493	362	425	399	309	280	429	455
ENSMUSG00000103217	0	0	0	0	0	0	0	0
ENSMUSG00000059555	2250	2127	2338	2101	2133	2356	2950	2204
ENSMUSG00000027185	1172	1139	1210	1285	1210	1252	1478	1260
ENSMUSG00000026825	986	190	276	289	171	982	1248	993
ENSMUSG00000013465	2964	2605	2658	2240	2616	2999	3522	3084
ENSMUSG00000064919	14	4	6	4	8	1	6	15
ENSMUSG00000092765	0	0	0	0	0	0	0	0
ENSMUSG00000092807	0	0	0	0	0	0	0	0
ENSMUSG00000036770	1	0	2	2	0	0	0	4
ENSMUSG00000026969	0	2	0	1	1	0	2	5
ENSMUSG00000036752	19807	31147	30988	33156	38443	19165	26915	23708
ENSMUSG00000027184	10854	14756	19280	15130	14721	11860	14624	11026
ENSMUSG00000006469	0	0	0	0	0	0	0	0
ENSMUSG00000086687	2	13	11	10	3	1	4	1
ENSMUSG00000089953	0	0	0	0	0	0	0	0
ENSMUSG00000036731	23	12	5	5	10	15	9	19
ENSMUSG00000044628	104	37	32	25	34	109	144	97
ENSMUSG00000115018	0	0	0	0	0	0	0	0
ENSMUSG00000039205	2162	1039	1505	1283	1211	1700	2038	1952
ENSMUSG00000017670	1320	1390	1690	1589	1551	1427	1899	1314
ENSMUSG00000039195	689	955	789	994	917	616	966	527
ENSMUSG00000006471	427	161	265	195	152	230	399	319
ENSMUSG00000115074	0	0	0	0	0	0	0	0
ENSMUSG00000078201	158	100	120	95	118	135	169	132
ENSMUSG00000056824	5	2	3	14	5	8	4	1
ENSMUSG00000026822	78	4628	2343	4529	4428	78	72	68
ENSMUSG00000017667	162	68	86	64	100	230	248	154
ENSMUSG00000048707	3993	4909	5299	4621	4787	3862	5193	4227
ENSMUSG00000027670	6	134	134	148	194	16	34	24
ENSMUSG00000026966	1299	1352	1429	1297	1495	1318	1491	1215
ENSMUSG00000026820	1313	1421	1456	1445	1361	1371	1506	1377
ENSMUSG00000083004	0	0	0	0	4	2	0	2
ENSMUSG00000026965	4149	2250	2953	2566	2583	3654	4935	3517
ENSMUSG00000018459	32	98	60	108	52	32	46	52
ENSMUSG00000085358	0	0	0	0	0	0	0	0
ENSMUSG00000026963	4	0	0	0	6	4	2	6
ENSMUSG00000039725	564	662	695	614	621	545	558	558
ENSMUSG00000026961	1715	1428	1426	1217	1060	1983	2486	1088
ENSMUSG00000027661	768	316	428	294	205	884	938	413
ENSMUSG00000017897	108	186	130	142	33	170	205	44
ENSMUSG00000100796	0	0	0	0	0	0	0	0
ENSMUSG00000081758	2	0	2	3	2	0	1	1
ENSMUSG00000068373	0	0	0	2	0	2	0	2
ENSMUSG00000087473	0	0	0	0	0	0	0	0
ENSMUSG00002076254	0	0	0	0	0	0	0	0
ENSMUSG00000081721	2	11	6	11	13	3	2	3
ENSMUSG00000027177	4420	2919	4593	3717	3351	4262	5399	4040
ENSMUSG00000084516	0	0	0	0	0	0	0	0
ENSMUSG00000081447	0	1	0	0	1	0	0	0
ENSMUSG00000082379	0	0	0	0	0	0	0	0
ENSMUSG00000118753	0	0	0	0	0	0	0	0
ENSMUSG00000082276	0	0	0	0	0	0	0	0
ENSMUSG00000039671	4037	1813	2747	2327	1774	4726	5255	3714
ENSMUSG00000085274	19	18	11	15	6	17	6	17
ENSMUSG00000086820	10	4	4	4	3	7	14	15
ENSMUSG00002075115	0	0	0	0	0	0	0	0
ENSMUSG00000083264	0	0	0	0	0	0	0	1
ENSMUSG00000082924	0	0	0	0	0	0	0	0
ENSMUSG00000084816	0	0	0	0	1	0	0	0
ENSMUSG00000087351	7	4	2	0	1	2	2	2
ENSMUSG00000027176	1135	961	1230	1158	1248	1001	1334	1046
ENSMUSG00000027175	173	62	109	117	95	148	179	186
ENSMUSG00000074997	0	0	0	0	0	0	0	0
ENSMUSG00000027173	48	44	28	16	17	52	58	70
ENSMUSG00000074994	1432	1010	1553	1014	1154	1302	1781	1355
ENSMUSG00000027678	3166	2087	3387	2174	2599	2494	3439	2594
ENSMUSG00000083856	0	4	0	4	2	2	0	4
ENSMUSG00000027171	94	170	303	242	158	107	107	118
ENSMUSG00000068290	3262	2700	2777	2626	2343	3405	3386	2616
ENSMUSG00000074797	1298	2267	2080	2165	2334	1520	1725	1266
ENSMUSG00000045106	32	16	8	23	21	57	39	55
ENSMUSG00000006800	1798	5448	6795	5313	5359	1869	2872	2592
ENSMUSG00000082934	0	0	0	0	0	0	0	0
ENSMUSG00002075091	0	0	0	0	0	0	0	0
ENSMUSG00000085618	0	0	0	0	0	0	0	0
ENSMUSG00000085046	0	0	0	0	0	0	0	0
ENSMUSG00000084840	0	0	0	0	0	0	0	0
ENSMUSG00000087617	0	0	0	0	0	1	0	0
ENSMUSG00000074796	41	113	124	104	197	18	40	26
ENSMUSG00002075903	0	0	0	0	0	0	0	0
ENSMUSG00000085682	16	4	0	8	0	16	20	53
ENSMUSG00000027170	2849	3492	3328	3450	3901	3142	3624	2544
ENSMUSG00000083487	0	0	0	0	0	0	0	0
ENSMUSG00000079175	0	0	0	0	0	0	0	0
ENSMUSG00002076399	0	0	0	0	0	0	0	0
ENSMUSG00002076543	0	0	0	0	0	0	0	0
ENSMUSG00002076199	0	0	0	0	0	0	0	0
ENSMUSG00002075028	0	0	0	0	0	0	0	0
ENSMUSG00000039621	921	2153	2577	2311	1978	919	1056	973
ENSMUSG00000026959	107	71	78	67	38	132	118	98
ENSMUSG00002075220	0	0	0	0	0	0	0	0
ENSMUSG00002075029	0	0	0	0	0	0	0	0
ENSMUSG00002076611	0	0	0	0	0	0	0	0
ENSMUSG00000027309	1713	625	890	784	575	1759	2006	1461
ENSMUSG00000042854	126	172	194	162	192	136	134	108
ENSMUSG00000085830	29	41	46	24	22	40	42	39
ENSMUSG00000089662	4	5	5	5	2	0	6	6
ENSMUSG00000016458	32	65	14	18	22	30	14	40
ENSMUSG00000085566	328	78	159	120	57	307	311	358
ENSMUSG00000080989	0	0	0	0	0	0	0	0
ENSMUSG00000055312	0	0	0	0	0	0	0	0
ENSMUSG00000074582	3853	3029	4490	3334	3516	4338	5620	3499
ENSMUSG00000005973	882	1171	1374	1269	1286	1124	1123	688
ENSMUSG00000036646	4815	4226	4921	4368	4265	4614	5675	4392
ENSMUSG00000086764	0	0	0	0	0	0	0	0
ENSMUSG00002075003	3	0	3	3	3	0	2	3
ENSMUSG00000086029	0	0	0	1	0	2	4	2
ENSMUSG00000081701	0	0	0	0	0	0	0	0
ENSMUSG00000080859	0	0	0	0	0	0	0	0
ENSMUSG00000102424	2	0	0	0	0	4	0	0
ENSMUSG00000026958	674	414	481	468	437	770	838	620
ENSMUSG00000027312	1910	1012	1530	1186	895	2520	3064	1989
ENSMUSG00000083953	0	0	2	0	2	0	0	3
ENSMUSG00000002718	1952	2714	3322	3081	3703	2199	3016	1980
ENSMUSG00000090397	0	3	4	15	3	12	16	7
ENSMUSG00000026956	1245	1446	1361	1239	1534	1111	1217	1187
ENSMUSG00000027316	177	56	47	36	69	162	209	151
ENSMUSG00000098686	0	0	0	0	0	0	0	0
ENSMUSG00000026955	285	658	680	719	939	298	452	264
ENSMUSG00000015085	752	320	474	396	290	717	797	543
ENSMUSG00000039536	2791	2014	2560	2116	2092	2549	3529	2591
ENSMUSG00000082665	6	0	0	0	2	0	0	2
ENSMUSG00000015094	3850	3513	3125	3256	3164	3599	4659	2321
ENSMUSG00000036587	2	12	24	20	12	2	12	2
ENSMUSG00000017999	1334	1906	2013	2001	2178	1735	2151	1319
ENSMUSG00000026796	5083	6132	6487	5170	6618	4489	5943	5082
ENSMUSG00000039501	2607	2974	4865	3414	5305	2184	2951	3339
ENSMUSG00000027318	1104	96	162	82	127	506	539	977
ENSMUSG00000026944	922	444	736	655	536	935	1258	867
ENSMUSG00002075888	0	0	0	0	0	0	0	0
ENSMUSG00000077515	0	0	0	0	0	0	0	0
ENSMUSG00000077565	0	0	0	0	0	0	0	0
ENSMUSG00000077698	0	0	0	0	0	0	0	0
ENSMUSG00000081946	0	0	0	0	0	0	0	0
ENSMUSG00000083436	0	0	0	0	0	0	0	0
ENSMUSG00000104741	0	0	0	0	0	0	0	0
ENSMUSG00000050556	684	139	184	132	126	575	739	773
ENSMUSG00000017969	360	164	148	152	200	305	442	321
ENSMUSG00000047617	503	476	408	345	400	472	622	473
ENSMUSG00000086098	1	0	0	0	0	1	0	4
ENSMUSG00000027322	181	179	215	237	218	156	246	174
ENSMUSG00000083661	0	0	0	0	0	0	0	0
ENSMUSG00000026792	835	468	593	498	419	796	1010	799
ENSMUSG00000017929	2418	2955	3731	2858	4565	1914	2595	3272
ENSMUSG00000038900	18859	26250	25736	23349	29426	20943	23406	14994
ENSMUSG00000065124	0	0	0	0	0	0	0	0
ENSMUSG00000074793	289	108	175	112	126	241	321	219
ENSMUSG00000015093	50	27	44	24	25	23	38	43
ENSMUSG00000079039	0	0	0	0	0	1	0	0
ENSMUSG00000026791	679	256	250	304	268	543	804	437
ENSMUSG00000027327	967	1099	1000	944	894	967	1298	855
ENSMUSG00000087405	1	0	0	0	0	0	0	0
ENSMUSG00000027168	48	10	27	30	10	42	40	24
ENSMUSG00000015090	2	0	0	0	10	4	0	4
ENSMUSG00000027329	799	484	561	498	539	687	741	601
ENSMUSG00000068267	11182	11386	10996	11268	12139	11450	12597	10111
ENSMUSG00000027167	470	447	563	551	468	531	610	394
ENSMUSG00000084870	2	0	0	0	0	7	0	2
ENSMUSG00000026943	0	0	0	2	0	0	0	0
ENSMUSG00000042670	1043	1040	916	910	1002	1020	1278	837
ENSMUSG00000027166	269	393	332	376	495	322	358	314
ENSMUSG00002076743	0	0	0	0	0	0	0	0
ENSMUSG00000015083	109	47	76	58	40	100	83	97
ENSMUSG00002076573	0	0	0	0	0	0	0	0
ENSMUSG00000083425	0	0	0	0	0	0	0	0
ENSMUSG00000100156	0	0	0	0	0	0	0	0
ENSMUSG00000081258	0	0	0	0	0	0	2	0
ENSMUSG00000087226	0	0	0	0	2	0	0	0
ENSMUSG00000087225	0	0	0	0	0	0	0	0
ENSMUSG00000027330	1367	1480	1896	1660	1960	1123	1184	1234
ENSMUSG00000015095	2245	1830	1824	1787	1642	2355	2502	1931
ENSMUSG00000016386	62	14	26	12	12	42	52	46
ENSMUSG00000105886	0	0	0	0	0	0	0	0
ENSMUSG00002076583	0	0	0	0	0	0	0	0
ENSMUSG00000085530	0	0	0	0	0	0	0	0
ENSMUSG00000042604	0	2	4	0	0	8	16	6
ENSMUSG00000052005	0	2	2	0	0	0	0	4
ENSMUSG00000118714	0	0	0	0	0	0	0	0
ENSMUSG00000077411	0	0	0	0	0	0	0	0
ENSMUSG00000086758	0	0	0	0	0	0	0	0
ENSMUSG00000083590	0	0	0	0	0	0	0	0
ENSMUSG00000082113	0	0	0	0	0	0	0	0
ENSMUSG00000083347	0	0	0	0	0	0	0	0
ENSMUSG00000038860	184	34	92	42	62	218	209	147
ENSMUSG00000083697	0	0	0	0	0	0	0	0
ENSMUSG00000083424	2	4	2	0	6	0	6	2
ENSMUSG00000063684	48	41	36	34	36	36	32	54
ENSMUSG00000087544	0	0	0	0	0	0	0	0
ENSMUSG00000104277	2	0	0	0	0	2	0	0
ENSMUSG00000057234	202	92	114	118	114	228	252	184
ENSMUSG00002074908	0	0	0	0	0	0	0	0
ENSMUSG00000026942	971	1192	1285	1098	1228	967	1053	1012
ENSMUSG00000083043	4	0	0	2	2	0	0	0
ENSMUSG00000083528	0	0	2	0	0	0	0	2
ENSMUSG00000027540	2257	4102	5286	4607	5277	1978	2388	1900
ENSMUSG00000027115	266	276	370	346	409	269	468	161
ENSMUSG00000084167	0	0	0	0	0	0	0	0
ENSMUSG00000015092	6596	8335	7621	7014	7788	5845	6722	6913
ENSMUSG00000081746	0	0	0	0	0	0	0	0
ENSMUSG00000109604	0	0	0	0	0	0	0	0
ENSMUSG00000093410	0	0	0	0	0	0	0	0
ENSMUSG00000074577	95	35	63	54	52	101	88	121
ENSMUSG00000086411	0	4	1	0	0	0	0	0
ENSMUSG00002075024	0	0	0	0	0	0	0	0
ENSMUSG00000044641	1570	1626	1794	1767	1800	1141	1224	1618
ENSMUSG00000118526	0	2	0	0	0	0	4	4
ENSMUSG00000085267	0	0	0	1	0	0	0	0
ENSMUSG00000087648	4	0	0	0	0	4	2	2
ENSMUSG00002076062	0	0	0	0	0	2	0	4
ENSMUSG00000093752	0	0	0	0	0	0	0	0
ENSMUSG00000048482	22	34	18	18	2	22	16	20
ENSMUSG00000083915	0	0	0	0	0	0	0	0
ENSMUSG00000051149	207	67	133	106	108	137	234	229
ENSMUSG00000027162	8675	4841	5828	5493	4534	8363	9484	8101
ENSMUSG00000026941	99	55	26	49	53	86	69	187
ENSMUSG00000038831	595	206	303	244	308	534	741	622
ENSMUSG00000036504	10	0	5	7	4	4	10	9
ENSMUSG00000078919	237	58	114	94	82	131	138	213
ENSMUSG00000074576	472	559	631	578	468	488	571	459
