Geneid	Cb_1	Cb_3_1	Cb_4_1	Cb_5_1	Cb_6	Control_4	Control_5_1	Control_6_1	Control_7_1	Control_8_1	Ox_1_1	Ox_3_1	Ox_4	Ox_7	Ox_8
ENSMUSG00000066551	9232	8296	8336	6608	8282	6224	7162	7604	6394	6148	7219	8684	4485	9693	11464
ENSMUSG00000107133	0	0	1	0	0	2	8	0	0	4	0	0	0	0	0
ENSMUSG00000107388	0	2	6	0	1	4	6	2	6	10	2	2	7	12	4
ENSMUSG00002075766	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000024437	24	7	4	2	4	2	5	15	14	12	0	5	0	1	19
ENSMUSG00000107313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029247	2804	2238	1969	1773	2435	3213	3878	3512	3289	3260	2412	3762	2236	3277	4357
ENSMUSG00000104638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105833	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036323	5434	4238	4289	4242	4371	3436	4189	3972	3602	3573	4237	3688	3098	2565	3048
ENSMUSG00000105614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063820	11	6	0	4	0	9	10	17	9	2	4	11	0	3	10
ENSMUSG00000086632	0	0	0	0	0	0	1	2	2	2	3	0	0	0	0
ENSMUSG00000063531	109	99	111	68	41	120	136	161	148	138	272	240	296	209	188
ENSMUSG00000029248	0	2	0	0	2	0	0	0	2	0	0	2	0	2	6
ENSMUSG00000105528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085352	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106310	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029098	1768	1343	1667	1608	1444	2039	2179	2041	2203	2093	1463	1525	488	1049	1244
ENSMUSG00000059325	612	434	440	396	600	587	763	770	618	593	533	522	582	833	690
ENSMUSG00000087541	9	6	10	8	7	20	28	20	19	27	9	12	10	14	7
ENSMUSG00000085858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053030	2	2	0	0	0	0	2	0	0	2	0	2	0	4	0
ENSMUSG00000029096	244	165	265	62	295	774	1165	790	1228	988	196	375	118	808	162
ENSMUSG00000061601	56	67	59	46	42	134	155	88	168	117	93	122	72	66	23
ENSMUSG00000097976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106411	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000105578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105571	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0
ENSMUSG00000104672	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSMUSG00000014668	2415	1766	1939	1784	1842	1673	1963	1823	1869	1658	1459	1681	678	1261	1533
ENSMUSG00000033219	1	0	0	0	0	3	0	4	2	0	4	0	0	0	0
ENSMUSG00000091255	0	0	0	0	0	2	8	0	6	0	0	0	2	0	0
ENSMUSG00000105541	6	4	4	0	6	53	77	31	52	49	6	11	6	3	10
ENSMUSG00000072188	0	0	0	0	0	6	9	2	5	4	0	9	0	0	4
ENSMUSG00000091897	0	0	0	0	0	1	7	5	1	1	0	7	3	0	0
ENSMUSG00000106004	0	1	0	0	0	5	7	7	7	4	1	4	2	0	0
ENSMUSG00000099762	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000094230	0	0	0	0	4	4	7	2	21	8	1	0	5	1	1
ENSMUSG00000106445	0	0	0	0	0	38	19	30	37	14	2	3	2	0	0
ENSMUSG00000105300	0	0	0	0	0	60	57	53	51	55	0	1	4	1	0
ENSMUSG00000096878	0	0	0	0	2	31	45	18	39	58	8	0	0	0	0
ENSMUSG00000070933	0	0	0	0	0	0	0	5	6	4	0	0	0	0	0
ENSMUSG00000089415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069720	0	0	0	0	0	4	0	0	0	1	0	3	0	0	0
ENSMUSG00000106996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089871	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000106960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044058	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000107309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073208	0	2	0	0	4	0	4	4	5	8	1	0	0	0	0
ENSMUSG00000077178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096936	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
ENSMUSG00000083829	18	6	8	8	18	0	2	4	2	10	4	4	4	6	4
ENSMUSG00000036553	1803	1362	1537	1281	1574	1160	1188	1328	1173	1008	894	1044	1186	1031	925
ENSMUSG00000041264	1347	892	911	793	997	903	1127	917	996	958	1124	1197	1125	1110	1299
ENSMUSG00000087703	3	1	0	7	5	10	0	0	17	5	0	4	2	0	0
ENSMUSG00002074933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060063	47	29	46	49	41	59	21	34	37	38	105	95	49	366	167
ENSMUSG00000029406	482	518	551	503	695	709	819	679	920	739	550	785	1041	735	535
ENSMUSG00002075237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107317	4	4	4	0	2	7	8	3	6	11	8	6	1	6	8
ENSMUSG00000090220	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000105759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107271	1	1	0	0	0	4	0	4	6	2	0	6	3	0	2
ENSMUSG00000029502	3083	2353	2709	2371	2275	3664	4603	4531	4388	4496	2853	2576	1199	1281	1613
ENSMUSG00000107314	0	0	2	0	0	0	0	1	0	0	4	0	0	0	0
ENSMUSG00000107152	0	0	0	0	0	4	2	2	2	0	0	6	6	0	0
ENSMUSG00000104720	4	14	10	14	10	35	62	21	21	44	29	19	4	4	2
ENSMUSG00000104970	0	2	1	8	4	1	2	0	2	0	3	2	0	0	2
ENSMUSG00000029659	137	129	82	86	61	128	90	110	99	84	312	244	381	481	239
ENSMUSG00000106750	0	1	3	3	10	4	0	2	3	12	12	4	0	3	2
ENSMUSG00000106777	0	3	3	0	0	4	1	0	5	13	5	8	1	6	3
ENSMUSG00000029501	1228	1019	1104	943	994	1153	1322	1273	1278	1293	938	1123	1074	949	976
ENSMUSG00000029660	2	0	0	0	0	2	1	0	0	0	0	4	9	2	0
ENSMUSG00000107164	2	0	0	0	0	2	4	0	0	0	0	4	3	4	0
ENSMUSG00000107132	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
ENSMUSG00000038126	546	539	569	471	479	358	536	520	602	536	457	524	195	503	464
ENSMUSG00002075826	0	0	0	0	2	2	0	1	0	0	0	1	0	0	0
ENSMUSG00000105382	8	8	6	9	1	6	10	14	13	0	8	10	0	0	0
ENSMUSG00000029500	1755	1310	1166	1165	1547	866	1000	933	919	802	1177	1150	1779	1347	1583
ENSMUSG00000087439	6	4	4	12	13	23	26	20	26	30	16	21	9	14	4
ENSMUSG00000029499	67	35	78	44	39	75	94	84	78	104	93	88	26	89	76
ENSMUSG00000007080	525	560	485	413	583	351	517	729	590	352	667	503	275	533	666
ENSMUSG00000087722	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
ENSMUSG00000081256	0	0	0	0	0	0	0	2	0	0	0	1	0	1	2
ENSMUSG00000085606	2	2	6	8	3	2	5	5	8	0	3	10	18	16	4
ENSMUSG00000029503	44	42	34	32	54	182	144	110	170	147	104	148	261	193	130
ENSMUSG00000072754	0	0	0	0	4	0	0	0	0	0	1	0	6	2	0
ENSMUSG00000106740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043323	2106	1577	1800	1354	1643	2178	2575	2431	2414	2445	2705	1829	4982	1611	1944
ENSMUSG00000105482	0	0	2	0	0	0	4	0	0	2	0	0	0	0	0
ENSMUSG00000105603	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000033316	10	2	4	0	10	16	6	14	6	14	10	22	28	42	46
ENSMUSG00000053368	0	0	2	0	0	2	4	2	2	6	0	0	2	2	4
ENSMUSG00000107360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033294	2010	1896	1428	1679	1683	559	606	589	578	501	1180	1161	1356	1935	2138
ENSMUSG00000029504	702	666	573	597	849	447	573	496	502	438	568	588	355	682	722
ENSMUSG00000105161	65	67	56	35	80	67	45	66	43	44	46	82	108	56	88
ENSMUSG00000056602	1239	1092	1256	820	913	708	889	854	840	811	743	760	406	598	541
ENSMUSG00000107082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106719	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000118543	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0
ENSMUSG00000107262	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0
ENSMUSG00000106738	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000056586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029095	154	98	161	154	159	368	567	505	480	452	267	314	555	254	312
ENSMUSG00000041147	240	289	261	199	223	223	326	297	379	229	304	265	262	306	306
ENSMUSG00000118914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088482	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000106764	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000107178	2	3	7	0	2	0	8	6	7	0	1	13	0	8	4
ENSMUSG00000106980	0	0	0	0	1	2	10	2	5	6	2	5	3	4	0
ENSMUSG00000041132	101	66	106	108	120	209	242	318	223	256	251	251	521	174	125
ENSMUSG00000029094	642	483	658	482	530	930	1414	1200	1275	1091	813	976	1228	910	836
ENSMUSG00000106927	4	0	4	0	0	0	22	9	9	10	2	4	11	10	0
ENSMUSG00000082692	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000029505	4037	3938	4413	4436	3504	4024	5099	4689	4884	4746	3976	3872	3358	2433	2977
ENSMUSG00000107096	18	30	23	32	57	74	159	127	124	121	77	136	42	94	80
ENSMUSG00000099284	2	0	2	1	1	6	5	5	4	6	5	5	4	1	7
ENSMUSG00000119880	6	0	1	1	8	4	10	17	8	11	14	7	3	1	1
ENSMUSG00000077254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118827	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
ENSMUSG00000086401	20	18	8	34	16	11	21	26	15	12	36	17	33	35	17
ENSMUSG00000029655	1960	1670	1676	1467	1621	1669	2095	1695	1887	1811	1754	1592	1629	1098	1332
ENSMUSG00000029093	494	277	443	210	478	1056	1007	1021	1095	961	863	954	1208	718	661
ENSMUSG00000043430	0	2	0	10	0	0	2	0	0	8	0	24	0	27	16
ENSMUSG00000098884	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
ENSMUSG00000039563	8	2	4	10	12	39	26	32	30	54	8	10	6	14	24
ENSMUSG00000029198	2744	2221	2215	1862	2545	1481	1676	1668	1455	1478	2342	1660	3300	1896	2169
ENSMUSG00000029196	1137	794	781	836	828	699	742	714	645	721	786	677	632	492	708
ENSMUSG00000050677	12	18	14	18	36	4	16	6	18	4	12	22	4	4	30
ENSMUSG00000029507	1095	838	717	697	1118	601	674	489	561	509	890	820	879	934	1262
ENSMUSG00000038023	5644	4528	4609	5186	4708	5086	5034	5713	5136	5182	6031	4441	3242	2048	2910
ENSMUSG00002074914	2	1	0	0	0	5	6	7	2	0	21	6	0	0	0
ENSMUSG00000106082	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000038011	6	2	18	30	28	25	36	27	47	42	63	57	247	6	36
ENSMUSG00000105583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029512	1268	1039	1319	1078	1207	2514	2902	2905	2833	2969	1859	2398	3685	2227	1589
ENSMUSG00000037979	74	72	60	78	72	92	136	112	124	96	66	156	282	144	167
ENSMUSG00000043510	299	231	233	144	216	496	454	363	318	447	296	289	159	345	327
ENSMUSG00000040118	426	318	377	300	306	790	1178	931	1310	954	871	1271	1064	861	800
ENSMUSG00000029521	563	474	525	403	597	505	625	581	642	527	662	527	144	573	617
ENSMUSG00000079215	2641	1900	2231	1889	2203	2658	3366	3258	3283	2872	3200	3000	2137	2027	2464
ENSMUSG00000104602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104886	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000105526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037962	4	14	14	4	19	16	15	2	12	23	12	15	26	20	12
ENSMUSG00000033209	156	119	188	89	134	502	680	605	719	580	212	296	495	336	170
ENSMUSG00000081104	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0
ENSMUSG00000105112	2	0	2	2	0	9	26	8	7	2	10	4	10	2	0
ENSMUSG00000076163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083771	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000105890	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000106153	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0
ENSMUSG00000105027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076336	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106374	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0
ENSMUSG00002075664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034021	908	780	987	745	936	972	1241	1200	1265	1279	1057	1142	396	801	863
ENSMUSG00000084717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077592	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000107048	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0
ENSMUSG00000106692	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1
ENSMUSG00000107047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050017	2476	2148	1929	2022	2316	1750	2008	2008	1816	1664	1917	1509	1944	1009	1469
ENSMUSG00000058488	10	2	2	6	6	16	18	8	6	6	4	6	20	14	2
ENSMUSG00000104559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106963	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
ENSMUSG00000070576	88	68	64	32	68	204	310	218	338	330	54	198	406	219	138
ENSMUSG00000106560	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
ENSMUSG00000052848	0	0	0	0	0	2	11	7	17	6	0	2	7	8	0
ENSMUSG00000104833	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000096949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085919	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000106060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016128	1091	770	900	719	1014	1276	1381	1437	1368	1297	1225	842	1696	569	705
ENSMUSG00000028864	440	370	455	375	387	53	146	157	128	104	172	156	26	66	48
ENSMUSG00002075709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106339	10	5	2	1	10	0	0	0	0	0	2	4	0	8	1
ENSMUSG00000107387	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000105660	2	12	0	2	4	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000059179	41	10	8	9	24	4	4	10	9	9	4	8	4	10	11
ENSMUSG00000107154	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109903	0	6	0	8	4	8	12	14	4	6	0	0	0	2	0
ENSMUSG00000099854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029192	3007	2413	2783	2449	2297	2198	2685	2314	2505	2236	2377	2521	1443	1546	1699
ENSMUSG00000105706	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000091273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091827	0	0	0	0	0	4	0	4	7	8	0	0	0	0	0
ENSMUSG00000090750	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0
ENSMUSG00000106797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107123	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000058643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066975	6	2	11	6	13	8	8	4	0	1	0	7	2	0	2
ENSMUSG00000106759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029190	2072	2536	2264	3073	1824	1823	2311	2409	2151	2067	2367	1707	1336	1299	1426
ENSMUSG00000107168	2	4	4	4	10	1	2	8	8	4	4	9	0	0	4
ENSMUSG00000089407	3	0	0	3	0	1	1	0	0	2	3	0	0	1	0
ENSMUSG00000089197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060708	463	397	348	347	474	314	346	326	417	325	473	472	585	544	505
ENSMUSG00000107081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055302	9970	7966	7922	6969	8417	6652	7388	7278	6820	6141	7425	8671	6310	10336	10707
ENSMUSG00000028780	4279	4263	4169	3878	3986	3926	5103	4300	4632	4115	2946	3634	1767	2597	2361
ENSMUSG00000029343	0	2	6	0	6	4	1	6	7	3	0	4	0	8	2
ENSMUSG00000033970	794	648	506	622	794	539	620	601	495	368	422	751	393	1156	1283
ENSMUSG00000107326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029119	2455	1783	2049	1833	1968	2792	2539	2179	2631	2456	1828	1865	1670	1641	1538
ENSMUSG00000029344	703	529	561	485	645	572	587	644	582	559	680	493	1326	730	652
ENSMUSG00000029120	42	26	26	54	48	126	128	137	133	139	108	136	208	152	106
ENSMUSG00000087487	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000106934	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000029345	1933	1457	1655	1651	1808	1588	1501	1366	1440	1276	1519	1166	2000	891	1248
ENSMUSG00000039474	1074	792	782	699	805	681	943	730	854	800	840	806	817	915	767
ENSMUSG00000029346	233	156	156	152	227	178	152	195	135	158	228	189	350	207	229
ENSMUSG00000042328	809	589	639	507	650	1177	1270	1162	1338	1389	865	837	533	600	513
ENSMUSG00000051503	8	0	4	2	2	4	8	4	25	19	6	6	0	4	0
ENSMUSG00000105368	14	25	24	21	23	101	107	143	99	111	52	74	22	9	25
ENSMUSG00000104885	3	0	6	6	0	2	2	6	11	9	6	6	1	0	2
ENSMUSG00000093637	10	12	13	15	4	38	23	26	39	40	21	27	7	21	13
ENSMUSG00000063646	176	147	158	136	170	206	167	189	168	143	139	201	87	144	157
ENSMUSG00000097686	0	0	0	0	0	2	0	0	0	0	8	4	6	0	2
ENSMUSG00000029348	24	6	25	14	30	51	30	54	50	37	35	79	126	104	37
ENSMUSG00000117286	26	19	42	23	36	68	115	60	76	79	65	50	19	43	21
ENSMUSG00002075080	2	4	2	0	0	1	7	0	0	1	3	1	0	10	1
ENSMUSG00000113373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002944	230	186	211	79	226	564	684	646	630	569	239	726	78	1519	208
ENSMUSG00000028777	4	0	5	4	4	21	42	6	9	6	16	8	10	3	9
ENSMUSG00000057614	276	206	262	181	194	664	900	758	851	666	674	645	728	586	456
ENSMUSG00000104540	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0
ENSMUSG00000104718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106498	4	4	2	0	2	4	2	0	0	0	6	0	4	4	0
ENSMUSG00000106433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029121	83	52	62	58	53	130	133	104	116	137	113	163	357	178	124
ENSMUSG00000029122	72	67	78	66	94	300	376	268	300	360	126	162	158	337	110
ENSMUSG00000107307	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000050248	85	56	93	62	80	152	222	172	245	223	118	196	359	347	200
ENSMUSG00000057290	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
ENSMUSG00000029123	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
ENSMUSG00000062329	16	0	12	0	20	78	92	52	44	60	2	56	80	196	16
ENSMUSG00000107131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048450	20	0	18	2	2	12	20	4	16	8	4	9	16	24	8
ENSMUSG00000058153	14	22	18	22	28	123	67	74	110	74	70	100	140	74	50
ENSMUSG00000106718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107126	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000098027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105152	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072720	16	8	10	10	10	18	55	53	45	23	23	16	48	44	30
ENSMUSG00000098230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029478	2889	2228	2675	2363	2791	3417	4803	4070	4158	3705	3890	3468	7050	3653	3349
ENSMUSG00000040003	97	82	73	111	78	56	73	66	110	72	32	70	31	59	63
ENSMUSG00000042249	287	197	342	214	209	506	567	496	599	574	372	438	754	364	248
ENSMUSG00000029125	855	599	636	559	630	530	510	429	525	361	413	456	466	508	564
ENSMUSG00000106204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105604	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000119744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106663	2	4	0	0	4	3	0	0	0	0	0	2	3	0	4
ENSMUSG00000106559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105039	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
ENSMUSG00002076981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106240	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000073174	0	0	6	3	0	0	0	0	4	2	0	0	0	0	0
ENSMUSG00000105036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037605	36	17	23	10	25	55	86	88	74	105	28	46	32	21	20
ENSMUSG00000107226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
